Id,Age,Genre,Education,Autre,Ethnicité,Neuroticisme,Extraversion,Ouverture,Agréabilité,Conscienciosité,Impulsivité,Recherche de sensations,Alcohol,Amphetamines,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Methadone,Magic mushrooms,Nicotine,Semeron,Volatile substance abuse
491,18-24,Male,À quitté l'école avant 16 ans,UK,Blanc,54,30,48,30,29,18.83%,11.62%,3,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0
492,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,26,47,52,34,31,16.29%,11.14%,5,0,0,0,6,6,5,3,0,4,0,3,4,4,0,4,5,0,0
493,45-54,Female,Certificat ou diplome professionel,UK,Blanc,42,45,49,41,36,7.85%,5.46%,5,1,1,1,6,6,5,1,1,1,1,0,0,1,1,1,6,0,0
494,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,27,43,49,47,42,13.63%,13.21%,6,2,2,0,5,6,4,3,0,4,0,2,3,0,0,3,4,0,2
495,18-24,Male,Certificat ou diplome professionel,UK,Blanc,41,36,52,43,44,10.34%,11.19%,5,0,4,4,6,6,5,0,0,0,0,0,3,0,0,0,6,0,0
496,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,43,28,52,35,29,14.64%,11.19%,6,0,0,0,6,3,5,0,0,5,0,3,3,4,0,4,6,0,0
497,18-24,Male,Certificat ou diplome professionel,Autre,Autre ,25,37,49,47,43,14.64%,11.83%,4,0,2,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0
498,55-64,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,28,41,50,47,48,14.64%,11.19%,3,1,0,1,6,2,6,1,0,0,0,0,3,1,4,0,6,0,0
499,25-34,Male,Matrise,UK,Blanc,36,48,60,39,42,16.29%,11.62%,6,2,2,2,6,2,6,2,0,2,0,0,0,2,0,2,6,0,0
500,25-34,Male,À quitté l'école à 16 ans,Autre,Blanc,35,36,52,46,36,18.83%,11.62%,4,1,1,0,6,6,5,1,0,1,0,0,0,1,0,1,6,0,1
501,55-64,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,49,35,55,42,27,10.34%,11.14%,5,1,1,3,6,6,6,2,2,2,1,0,2,1,1,1,2,0,0
502,35-44,Female,Certificat ou diplome professionel,Republique d'Ireland,Blanc,36,43,40,38,49,11.46%,11.19%,3,0,1,2,6,6,6,4,0,4,0,0,3,0,0,0,6,0,1
503,25-34,Female,Certificat ou diplome professionel,UK,Blanc,30,39,36,43,39,10.34%,3.77%,3,1,0,0,6,2,5,0,0,1,0,0,0,0,2,0,6,0,1
504,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,22,44,44,39,40,11.46%,11.19%,5,0,0,0,6,6,6,0,0,0,0,0,0,4,0,3,5,0,0
505,55-64,Female,Certificat ou diplome professionel,Canada,Blanc,36,38,44,38,46,7.85%,11.19%,1,0,1,4,5,5,4,1,1,0,0,0,6,1,4,1,1,0,1
506,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,35,40,44,43,45,14.64%,7.00%,1,0,0,0,6,6,5,0,0,0,0,0,0,0,0,1,6,0,0
507,45-54,Male,Certificat ou diplome professionel,Autre,Blanc,40,43,48,36,33,10.34%,11.62%,3,1,0,3,6,2,6,2,0,1,0,0,0,1,0,1,6,0,0
508,35-44,Male,Université,UK,Blanc,31,44,52,38,46,13.63%,11.62%,4,2,3,1,6,2,5,1,0,0,0,0,2,0,0,3,2,0,1
509,25-34,Male,Université,UK,Blanc,37,38,39,34,42,13.63%,11.19%,3,2,3,0,5,6,6,3,0,2,0,2,0,0,0,2,6,0,0
510,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,50,32,38,31,36,16.29%,11.62%,5,2,2,3,5,2,6,1,0,0,0,0,0,1,0,0,2,0,0
511,35-44,Female,Matrise,Autre,Blanc,26,47,44,45,43,14.64%,11.19%,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1
512,35-44,Male,Université,UK,Blanc,36,46,42,41,39,11.46%,11.83%,5,2,2,0,6,5,5,2,1,2,0,1,0,1,0,1,5,0,0
513,45-54,Female,Matrise,UK,Blanc,40,43,45,42,44,18.83%,7.00%,5,1,1,1,6,5,6,1,1,0,1,0,0,1,1,0,5,0,0
514,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,40,43,50,44,34,5.52%,13.21%,6,3,0,0,6,6,6,3,0,3,0,0,3,0,5,0,6,0,0
515,55-64,Male,À quitté l'école à 16 ans,USA,Blanc,34,38,45,48,45,18.83%,11.83%,3,2,1,1,6,5,6,4,3,3,1,0,0,1,2,1,6,0,1
516,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,45,38,35,40,40,18.83%,11.83%,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0
517,18-24,Female,À quitté l'école à 17 ans,USA,Blanc,23,52,49,44,44,10.34%,5.46%,5,3,0,5,6,6,5,0,0,3,0,0,4,0,4,3,6,0,2
518,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,34,41,41,32,44,18.83%,11.19%,6,2,2,2,6,2,6,2,2,1,2,1,0,0,2,2,6,0,1
519,25-34,Female,Matrise,UK,Blanc,39,39,48,40,48,16.29%,11.83%,2,0,2,3,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0
520,25-34,Male,Certificat ou diplome professionel,Autre,Blanc,41,36,47,42,36,11.46%,11.14%,2,3,2,6,6,6,6,3,0,3,3,0,0,2,2,0,6,0,1
521,25-34,Male,Matrise,UK,Blanc,34,42,37,50,53,11.46%,11.14%,5,2,2,4,5,3,5,2,2,3,2,2,0,0,0,0,5,0,2
522,35-44,Female,Université,UK,Blanc,38,38,39,38,48,14.64%,3.77%,5,0,2,0,6,3,5,0,0,0,0,0,0,0,0,0,5,0,0
523,45-54,Female,À quitté l'école à 16 ans,Australie,Blanc,42,38,40,40,43,16.29%,7.00%,3,0,0,6,5,4,6,0,0,0,0,0,0,0,0,0,6,0,0
524,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,36,42,46,34,41,11.46%,11.62%,5,0,0,0,6,6,5,0,0,3,0,0,0,3,0,3,6,0,0
525,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,33,43,45,38,32,13.63%,11.62%,5,0,0,0,6,6,6,0,0,0,0,0,4,0,0,0,6,0,0
526,35-44,Female,À quitté l'école avant 16 ans,UK,Blanc,37,34,33,44,45,14.64%,3.77%,2,2,2,2,6,2,5,2,2,2,2,0,0,1,2,0,3,0,1
527,45-54,Female,Université,Australie,Blanc,29,44,53,55,56,13.63%,11.62%,5,1,1,6,0,6,3,1,1,1,0,0,0,3,6,1,0,0,1
528,55-64,Male,À quitté l'école à 18 ans,UK,Blanc,20,43,38,43,45,16.29%,11.19%,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0
529,18-24,Male,Certificat ou diplome professionel,UK,Blanc,45,30,44,30,31,10.34%,11.62%,4,0,2,0,4,5,5,4,0,3,0,0,2,0,3,0,4,0,0
530,35-44,Male,Doctorat,UK,Blanc,42,39,45,47,29,11.46%,11.83%,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
531,25-34,Female,Certificat ou diplome professionel,UK,Blanc,43,47,46,43,42,18.83%,11.14%,5,2,2,1,6,3,6,5,0,2,0,1,0,1,0,2,5,0,1
532,55-64,Male,Université,UK,Blanc,45,40,50,30,46,18.83%,7.00%,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
533,45-54,Male,Université,UK,Blanc,46,29,41,45,35,18.83%,11.19%,5,2,1,2,6,6,5,3,3,2,1,0,0,2,2,2,6,0,1
534,18-24,Female,Université,UK,Blanc,33,41,41,53,49,13.63%,7.00%,4,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0
535,25-34,Male,Matrise,UK,Blanc,32,39,41,32,37,11.46%,11.62%,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
536,35-44,Female,Matrise,UK,Blanc,20,54,43,52,51,13.63%,7.00%,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
537,25-34,Female,Université,USA,Blanc,45,40,52,29,38,13.63%,11.83%,5,4,0,6,6,2,4,6,0,2,3,2,0,2,3,2,6,0,1
538,18-24,Female,Université,UK,Blanc,49,45,39,49,37,11.46%,11.62%,6,0,3,0,5,4,5,3,0,3,0,0,3,0,0,0,3,0,0
539,45-54,Female,Collège ou université aucun certificat ou diplome,UK,Asiatique ,43,38,37,48,35,14.64%,4.62%,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0
540,35-44,Female,Université,UK,Blanc,47,38,46,47,46,13.63%,13.21%,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
541,45-54,Male,Matrise,UK,Blanc,24,48,45,47,53,1.06%,7.00%,6,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
542,45-54,Female,Université,UK,Blanc,26,42,45,37,43,14.64%,4.62%,5,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0
543,45-54,Female,Université,Autre,Noir,38,45,46,48,45,13.63%,11.62%,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
544,35-44,Male,À quitté l'école à 17 ans,UK,Blanc,43,45,52,35,34,13.63%,11.14%,6,1,1,5,6,5,5,2,0,2,1,2,4,1,0,1,6,0,1
545,25-34,Female,Université,UK,Blanc,44,44,39,38,44,18.83%,11.83%,6,0,0,0,5,0,5,2,0,2,0,0,0,0,0,0,5,0,0
546,18-24,Female,À quitté l'école à 16 ans,UK,Blanc,48,36,41,38,34,7.85%,11.83%,5,0,2,0,6,4,5,0,0,0,0,0,0,0,0,0,6,0,1
547,35-44,Female,Certificat ou diplome professionel,UK,Blanc,51,41,43,47,36,16.29%,11.83%,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
548,45-54,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,27,37,52,59,42,14.64%,7.00%,2,2,0,2,6,2,6,2,2,0,0,0,0,1,2,0,6,0,0
549,25-34,Female,Matrise,UK,Blanc,20,35,39,40,54,14.64%,8.97%,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
550,18-24,Male,Université,UK,Blanc,48,37,47,44,28,11.46%,7.00%,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0
551,25-34,Female,Matrise,Autre,Blanc,25,47,47,39,41,18.83%,8.97%,4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0
552,18-24,Female,Université,UK,Blanc,34,37,36,48,50,14.64%,11.19%,6,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,2,0,0
553,35-44,Female,Matrise,UK,Blanc,28,48,47,36,49,18.83%,11.14%,4,2,1,0,6,4,5,3,0,3,0,3,3,3,0,3,3,0,0
554,18-24,Female,Matrise,UK,Blanc,52,29,45,48,44,18.83%,7.00%,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
555,25-34,Female,Matrise,Autre,Mixed-Blanc/Noir,46,26,43,43,45,16.29%,3.77%,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0
556,25-34,Female,Doctorat,UK,Blanc,42,43,43,43,50,11.46%,11.62%,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
557,45-54,Female,Matrise,UK,Blanc,38,33,38,43,48,16.29%,7.00%,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
558,18-24,Female,Université,UK,Blanc,34,38,48,42,44,14.64%,11.19%,6,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,0,0
559,25-34,Female,Université,UK,Blanc,21,46,45,52,50,16.29%,11.83%,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
560,18-24,Female,Université,UK,Blanc,31,39,42,49,41,7.85%,11.14%,5,2,2,0,6,2,3,2,0,0,0,0,0,0,0,0,2,0,0
561,45-54,Female,Université,UK,Blanc,28,40,49,45,49,13.63%,11.19%,6,1,1,0,6,1,6,1,0,0,0,0,0,1,0,0,6,0,0
562,18-24,Female,Université,UK,Blanc,46,41,41,45,45,16.29%,11.19%,6,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
563,35-44,Female,Université,UK,Blanc,42,44,49,36,47,18.83%,11.83%,5,1,0,3,6,2,6,2,0,2,0,2,0,0,0,0,3,0,0
564,35-44,Female,Matrise,UK,Autre ,58,43,35,41,51,18.83%,8.97%,6,0,1,1,6,2,6,0,0,0,0,0,0,1,0,1,6,0,1
565,25-34,Female,Matrise,UK,Blanc,44,42,42,31,40,13.63%,11.62%,5,0,3,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0
566,45-54,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,31,37,46,44,39,5.52%,8.97%,2,6,0,0,6,3,5,1,0,0,0,0,0,0,0,1,6,0,1
567,45-54,Female,Matrise,UK,Blanc,39,34,47,47,36,16.29%,8.97%,5,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
568,18-24,Female,Université,UK,Blanc,45,47,39,49,46,14.64%,7.00%,5,2,2,2,5,4,6,0,0,2,0,0,0,0,0,0,6,0,1
569,18-24,Male,Université,UK,Blanc,53,44,54,37,38,18.83%,11.62%,6,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,6,0,0
570,35-44,Male,Matrise,UK,Blanc,46,34,45,41,42,18.83%,11.83%,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0
571,35-44,Female,Doctorat,UK,Blanc,32,45,45,37,56,16.29%,11.19%,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,1
572,35-44,Female,Certificat ou diplome professionel,Australie,Blanc,38,47,38,31,39,11.46%,11.19%,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0
573,18-24,Female,Matrise,UK,Blanc,21,52,45,50,53,13.63%,11.19%,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
574,35-44,Male,Certificat ou diplome professionel,UK,Blanc,48,31,34,36,37,5.52%,11.62%,6,1,1,1,6,3,6,1,0,1,0,0,0,1,0,0,6,0,1
575,55-64,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,27,46,49,39,39,11.46%,11.83%,5,0,0,2,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0
576,35-44,Female,Université,UK,Blanc,55,29,33,47,28,16.29%,4.62%,6,1,0,0,5,2,6,1,0,1,0,0,0,1,0,0,2,0,0
577,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,20,45,35,40,49,18.83%,11.62%,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,6,0,0
578,25-34,Female,Matrise,UK,Autre ,44,42,47,47,48,16.29%,11.19%,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0
579,25-34,Female,Université,UK,Blanc,46,45,41,51,41,16.29%,11.83%,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,0
580,45-54,Female,Matrise,UK,Blanc,46,39,48,50,51,14.64%,4.62%,6,1,0,2,4,1,6,0,0,0,0,0,0,1,0,1,1,0,0
581,18-24,Female,Matrise,UK,Blanc,34,45,50,44,47,18.83%,11.83%,5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
582,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,25,40,38,43,27,5.52%,11.83%,6,1,1,1,6,2,6,2,0,1,0,0,0,1,0,1,2,0,0
583,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,27,50,49,41,37,10.34%,11.19%,6,0,4,0,6,5,6,0,0,5,0,4,2,0,0,2,6,0,0
584,35-44,Female,Certificat ou diplome professionel,UK,Blanc,39,48,56,41,48,11.46%,11.62%,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
585,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,42,40,42,46,39,18.83%,11.14%,5,0,0,3,6,4,6,0,0,3,0,0,0,0,0,0,3,0,0
586,25-34,Male,Université,UK,Blanc,33,41,44,35,47,7.85%,13.21%,2,0,2,0,3,1,6,0,0,0,0,0,0,0,0,1,1,0,0
587,18-24,Male,Certificat ou diplome professionel,UK,Blanc,43,36,54,36,40,11.46%,13.21%,2,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0
588,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,39,42,44,48,28,13.63%,11.19%,5,5,2,4,6,6,6,0,0,0,0,0,3,3,0,3,6,0,0
589,25-34,Female,À quitté l'école à 16 ans,UK,Blanc,31,50,49,49,43,18.83%,11.62%,5,3,1,3,6,6,6,1,0,1,0,0,0,0,0,1,6,0,0
590,55-64,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,24,39,48,37,45,11.46%,11.62%,2,1,0,1,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0
591,35-44,Male,À quitté l'école avant 16 ans,UK,Blanc,30,40,42,39,46,18.83%,13.21%,3,3,2,1,6,6,5,2,0,2,1,0,0,1,1,0,6,0,1
592,35-44,Female,Université,UK,Blanc,40,37,44,32,52,18.83%,8.97%,6,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0
593,35-44,Female,Certificat ou diplome professionel,USA,Blanc,14,46,47,46,54,16.29%,11.83%,5,0,0,0,6,6,6,2,3,2,0,0,3,0,0,0,6,0,0
594,25-34,Male,Certificat ou diplome professionel,Autre,Mixed-Blanc/Noir,35,46,46,47,46,13.63%,11.19%,5,0,3,0,6,5,5,3,0,0,0,0,4,0,0,2,6,0,0
595,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,32,36,42,35,37,7.85%,11.19%,5,2,3,4,6,5,5,2,0,3,0,2,3,2,0,3,0,0,0
596,45-54,Male,Certificat ou diplome professionel,Autre,Blanc,39,41,43,34,45,18.83%,11.19%,6,1,1,2,6,1,4,1,1,0,0,0,0,1,0,1,1,0,0
597,18-24,Male,À quitté l'école à 16 ans,UK,Blanc,23,45,51,49,48,11.46%,11.14%,5,2,0,0,5,5,5,3,0,4,0,0,0,0,0,0,6,0,0
598,55-64,Female,Certificat ou diplome professionel,Canada,Blanc,32,37,44,38,46,10.34%,11.14%,1,1,1,2,6,4,5,1,1,0,0,0,6,1,3,1,1,0,1
599,45-54,Female,Certificat ou diplome professionel,USA,Blanc,36,41,42,46,44,18.83%,11.19%,5,1,0,2,6,6,6,1,0,0,0,0,2,1,0,2,3,0,0
600,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,41,39,48,43,35,11.46%,13.21%,4,0,2,0,5,6,6,0,0,0,0,0,2,0,0,3,6,0,0
601,45-54,Female,Matrise,UK,Blanc,43,36,42,54,43,16.29%,7.00%,6,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0
602,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,46,47,51,44,34,5.52%,11.14%,4,5,0,0,6,6,5,4,0,4,0,3,4,0,0,4,6,0,0
603,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,41,28,38,29,46,11.46%,11.14%,6,3,0,0,6,6,5,0,0,0,0,0,3,0,0,0,6,0,2
604,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,54,33,51,39,34,11.46%,11.19%,6,3,0,2,6,6,3,0,0,2,0,0,6,3,3,4,6,0,0
605,25-34,Male,Université,USA,Blanc,29,34,43,33,43,16.29%,11.83%,5,0,0,2,6,5,5,2,0,2,0,2,2,3,0,3,5,0,2
606,35-44,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,40,42,48,49,45,16.29%,11.19%,5,0,0,5,6,5,4,1,0,0,0,0,0,0,2,1,5,0,0
607,55-64,Female,Matrise,USA,Blanc,15,47,57,51,34,16.29%,11.19%,5,3,1,2,6,6,6,1,2,0,1,0,0,1,0,1,0,0,0
608,18-24,Male,Université,UK,Blanc,31,40,38,52,36,18.83%,11.14%,5,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,3,0,0
609,45-54,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,35,40,52,55,41,16.29%,11.62%,2,1,0,0,6,3,3,1,1,0,1,0,0,1,0,1,6,0,0
610,25-34,Male,Université,UK,Blanc,21,48,54,44,49,11.46%,5.46%,6,6,4,4,6,6,6,6,2,4,2,3,4,2,0,3,1,0,5
611,55-64,Female,Certificat ou diplome professionel,Canada,Blanc,48,34,36,50,30,5.52%,11.83%,4,1,0,1,5,5,4,3,3,0,0,0,0,1,0,4,1,0,1
612,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,27,46,52,44,37,13.63%,5.46%,6,1,2,0,6,6,6,2,0,3,0,0,3,1,0,0,6,0,0
613,25-34,Male,Université,UK,Blanc,29,42,42,51,46,11.46%,11.14%,5,0,0,0,6,5,5,0,2,0,0,0,3,0,0,2,6,0,2
614,35-44,Male,Université,UK,Blanc,25,41,45,41,39,18.83%,11.19%,1,1,1,1,6,6,6,1,0,4,0,1,5,1,0,2,1,0,0
615,25-34,Female,Matrise,UK,Blanc,54,38,44,32,37,13.63%,11.62%,6,3,2,5,5,6,6,3,0,2,0,0,6,0,0,2,6,0,1
616,25-34,Female,À quitté l'école avant 16 ans,USA,Blanc,33,44,41,37,44,7.85%,11.83%,3,2,0,3,6,3,4,3,3,3,3,0,0,3,3,2,6,0,2
617,35-44,Female,Matrise,UK,Blanc,37,39,43,48,40,10.34%,11.14%,6,0,0,1,6,2,2,0,0,1,0,0,0,1,0,0,6,0,1
618,45-54,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,46,41,45,39,34,7.85%,11.14%,2,6,1,6,6,6,6,2,1,0,0,0,2,1,2,4,4,0,0
619,45-54,Male,Certificat ou diplome professionel,Republique d'Ireland,Blanc,27,48,44,39,47,16.29%,11.62%,3,2,2,3,6,6,5,0,0,0,1,0,5,2,0,2,6,0,1
620,25-34,Female,Université,UK,Blanc,35,47,52,44,42,11.46%,11.62%,5,0,2,0,6,3,6,0,0,0,0,0,0,0,0,0,2,0,0
621,55-64,Male,Matrise,UK,Blanc,29,33,51,37,46,14.64%,8.97%,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
622,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,41,30,43,52,28,7.85%,13.21%,5,0,0,0,6,5,6,0,0,4,0,4,2,0,0,0,6,0,2
623,35-44,Male,Matrise,UK,Blanc,27,44,45,34,44,10.34%,13.21%,5,0,1,0,6,2,6,0,0,0,0,0,0,1,0,1,1,0,0
624,35-44,Female,Matrise,UK,Blanc,34,43,44,45,52,16.29%,4.62%,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
625,45-54,Female,Matrise,UK,Blanc,32,40,43,41,31,5.52%,11.19%,6,0,1,0,6,1,6,0,0,0,0,0,1,0,0,1,2,0,1
626,35-44,Female,Doctorat,UK,Blanc,36,40,37,43,44,14.64%,11.83%,6,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0
627,35-44,Female,Certificat ou diplome professionel,UK,Blanc,32,36,42,37,44,16.29%,4.62%,6,1,0,0,6,2,6,2,0,2,0,0,0,2,0,2,2,0,0
628,35-44,Male,Université,UK,Blanc,35,37,40,40,45,18.83%,11.83%,6,1,2,0,6,2,5,0,0,0,0,0,0,1,0,1,2,0,0
629,35-44,Male,Doctorat,UK,Blanc,21,33,35,54,46,1.06%,8.97%,5,1,1,2,5,5,6,3,0,4,0,0,0,0,0,2,5,0,0
630,25-34,Female,Doctorat,UK,Blanc,48,32,37,53,44,14.64%,4.62%,5,0,0,0,6,3,5,3,0,0,0,0,0,0,0,0,6,0,0
631,45-54,Female,Doctorat,UK,Mixed-Blanc/Noir,31,43,50,45,41,18.83%,3.77%,5,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0
632,35-44,Female,Doctorat,UK,Blanc,41,38,56,45,49,14.64%,3.77%,6,1,0,0,6,2,6,1,0,1,0,0,0,0,0,1,5,0,0
633,18-24,Female,Université,UK,Blanc,40,39,44,56,49,14.64%,11.19%,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
634,18-24,Female,Université,UK,Blanc,48,37,37,37,47,14.64%,3.77%,5,0,2,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
635,25-34,Female,Matrise,UK,Blanc,29,51,49,44,44,16.29%,11.62%,5,0,2,2,6,3,5,3,0,2,0,2,3,0,0,2,5,0,0
636,35-44,Female,Doctorat,UK,Blanc,48,41,46,36,37,18.83%,11.14%,6,3,3,6,6,5,5,5,0,5,1,3,3,2,1,2,6,0,1
637,35-44,Male,Université,UK,Blanc,28,38,45,50,38,16.29%,11.62%,5,2,2,2,6,3,6,2,0,2,0,2,0,1,0,2,1,0,0
638,45-54,Female,Université,UK,Blanc,29,42,43,46,42,13.63%,11.83%,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
639,35-44,Female,Certificat ou diplome professionel,Canada,Blanc,32,41,39,48,45,14.64%,7.00%,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
640,18-24,Female,Université,UK,Blanc,33,36,36,42,52,16.29%,11.62%,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
641,25-34,Male,À quitté l'école à 16 ans,UK,Blanc,33,51,52,51,45,11.46%,5.46%,5,1,2,3,6,6,6,4,0,3,0,2,2,2,0,2,6,0,0
642,45-54,Male,Université,UK,Blanc,34,35,49,44,41,18.83%,11.19%,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0
643,35-44,Male,Matrise,UK,Blanc,29,46,52,56,53,18.83%,13.21%,5,1,1,0,4,1,6,0,0,1,0,0,4,0,0,1,1,0,1
644,25-34,Female,Matrise,UK,Noir,26,44,44,51,50,16.29%,13.21%,5,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,6,0,0
645,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,38,38,34,47,37,18.83%,11.62%,5,3,3,0,5,4,6,5,0,3,0,3,0,0,0,0,3,0,0
646,45-54,Male,Université,UK,Blanc,36,38,44,38,39,7.85%,11.19%,5,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0
647,18-24,Female,Université,UK,Blanc,31,39,44,42,47,18.83%,11.19%,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0
648,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,23,49,53,32,48,16.29%,13.21%,6,0,0,3,6,5,6,4,0,4,0,0,4,0,3,3,6,0,2
649,35-44,Female,Matrise,USA,Blanc,47,41,53,55,34,7.85%,5.46%,6,2,1,3,4,6,5,3,4,1,3,0,2,1,0,1,6,0,0
650,25-34,Female,Université,UK,Blanc,34,45,37,43,54,13.63%,7.00%,5,2,1,0,2,2,5,2,0,2,0,1,0,1,0,0,2,0,0
651,45-54,Female,Matrise,UK,Blanc,31,53,59,53,43,7.85%,13.21%,5,2,2,4,6,5,6,4,1,5,0,3,4,2,1,2,6,0,0
652,25-34,Male,Matrise,UK,Blanc,42,43,49,47,34,13.63%,7.00%,5,0,2,0,6,2,0,2,0,0,0,0,0,0,0,0,1,0,0
653,18-24,Male,Collège ou université aucun certificat ou diplome,Australie,Blanc,46,48,54,39,34,13.63%,13.21%,5,5,3,4,6,6,6,3,0,3,0,4,5,5,3,4,6,0,3
